CustomerID,total_purchases,total_quantity,total_revenue,unique_products,days_since_last_purchase,average_transaction_value
12621.0,20,5983.0,10666.17,261,1,533.31
14299.0,9,1742.0,3333.76,94,8,370.42
16520.0,3,558.0,1017.72,129,186,339.24
15945.0,1,43.0,139.15,2,365,139.15
15856.0,27,8403.0,13203.04,295,4,489.0
17978.0,1,94.0,154.22,12,365,154.22
12471.0,30,6690.0,13922.9,150,2,464.1
14082.0,1,101.0,174.6,28,364,174.6
14062.0,12,2269.0,5780.9,60,9,481.74
16665.0,1,50.0,108.4,9,362,108.4
15640.0,15,5750.0,11016.92,240,4,734.46
13948.0,1,40.0,100.2,3,360,100.2
16202.0,1,191.0,345.02,18,360,345.02
17041.0,3,920.0,1050.0,59,26,350.0
17158.0,3,760.0,1217.27,53,32,405.76
14680.0,16,5471.0,12445.95,73,25,777.87
13756.0,14,2156.0,3914.48,66,2,279.61
13078.0,26,3689.0,10012.76,95,3,385.11
13295.0,1,82.0,198.3,10,359,198.3
15384.0,2,587.0,629.86,34,169,314.93
15465.0,18,992.0,5008.22,43,19,278.23
13092.0,5,197.0,435.93,19,70,87.19
18050.0,1,40.0,74.4,5,359,74.4
12577.0,3,472.0,638.15,137,35,212.72
16670.0,11,2433.0,3942.1,179,16,358.37
16985.0,10,1598.0,4831.46,62,17,483.15
16560.0,2,500.0,787.66,52,26,393.83
14092.0,14,2057.0,4041.82,117,7,288.7
12551.0,1,100.0,168.0,10,357,168.0
15160.0,1,75.0,131.61,4,357,131.61
12668.0,4,1558.0,3313.73,115,11,828.43
16686.0,7,1940.0,2806.28,406,47,400.9
15460.0,1,109.0,207.16,53,354,207.16
16282.0,1,105.0,160.2,11,339,160.2
12957.0,8,2497.0,3886.25,208,9,485.78
13397.0,5,409.0,1375.34,28,72,275.07
15164.0,3,360.0,822.55,79,68,274.18
14189.0,15,3477.0,4390.77,176,2,292.72
14618.0,3,234.0,496.74,10,9,165.58
16306.0,6,463.0,613.79,36,213,102.3
12489.0,1,105.0,281.43,15,336,281.43
17707.0,2,78.0,96.3,3,185,48.15
13758.0,7,1305.0,2706.83,104,11,386.69
16326.0,14,709.0,2909.06,158,5,207.79
12651.0,1,78.0,114.0,9,334,114.0
16833.0,4,440.0,1096.53,46,1,274.13
14229.0,3,521.0,1274.43,29,51,424.81
16497.0,6,1396.0,2799.29,128,49,466.55
16034.0,3,233.0,430.05,18,196,143.35
17365.0,8,3971.0,4401.21,278,12,550.15
17569.0,1,154.0,321.44,29,332,321.44
12359.0,4,1622.0,4611.63,214,57,1152.91
12652.0,1,505.0,829.78,48,331,829.78
15171.0,1,135.0,508.95,5,331,508.95
16500.0,6,123.0,243.36,8,4,40.56
12578.0,2,1187.0,2463.01,111,21,1231.51
16493.0,4,984.0,1226.1,40,79,306.53
13001.0,13,3711.0,7063.06,166,4,543.31
14242.0,2,123.0,264.25,13,234,132.13
12422.0,3,370.0,690.31,39,95,230.1
13520.0,6,1322.0,2508.7,49,58,418.12
15262.0,1,73.0,176.95,10,323,176.95
17277.0,2,430.0,1048.05,67,227,524.03
14088.0,13,9612.0,38474.37,379,10,2959.57
14450.0,3,241.0,483.25,32,180,161.08
13068.0,2,54.0,92.88,1,10,46.44
14782.0,1,69.0,143.85,6,319,143.85
15820.0,1,83.0,150.73,17,319,150.73
12935.0,7,1742.0,2074.63,80,2,296.38
13551.0,1,12.0,76.05,4,319,76.05
14248.0,1,102.0,278.58,8,318,278.58
13837.0,2,174.0,259.99,17,211,130.0
16124.0,1,48.0,173.4,11,317,173.4
12915.0,2,93.0,321.05,19,148,160.53
16565.0,1,33.0,128.85,3,364,128.85
17752.0,1,27.0,11.34,1,359,11.34
17849.0,4,102.0,327.1,14,218,81.78
15749.0,3,270.0,821.88,5,235,273.96
12924.0,4,298.0,738.85,22,88,184.71
16660.0,4,320.0,631.49,16,16,157.87
16043.0,4,437.0,678.84,30,37,169.71
13330.0,3,679.0,1109.04,37,92,369.68
16407.0,10,1073.0,2012.48,99,12,201.25
17147.0,4,840.0,1546.85,68,22,386.71
12836.0,4,1049.0,2321.8,148,59,580.45
13494.0,1,141.0,307.44,18,311,307.44
14549.0,1,127.0,275.65,56,311,275.65
13394.0,8,2156.0,2376.1,124,1,297.01
13581.0,1,30.0,109.45,10,309,109.45
17517.0,1,102.0,143.44,11,308,143.44
13911.0,9,1761.0,2179.04,120,57,242.12
14600.0,1,125.0,371.43,25,305,371.43
15407.0,4,537.0,814.99,142,33,203.75
17537.0,2,622.0,856.42,74,29,428.21
17686.0,7,2443.0,5352.98,205,7,764.71
14431.0,1,130.0,423.66,17,302,423.66
18230.0,7,1202.0,2527.0,32,9,361.0
12477.0,6,3189.0,11221.94,191,22,1870.32
13875.0,5,1263.0,1700.84,79,53,340.17
12507.0,3,352.0,608.14,19,134,202.71
13717.0,6,1496.0,1285.84,92,32,214.31
16317.0,3,798.0,1221.41,64,119,407.14
14760.0,1,40.0,89.2,5,297,89.2
15670.0,1,91.0,172.15,12,296,172.15
16566.0,5,262.0,471.63,14,15,94.33
16980.0,2,595.0,870.13,71,255,435.07
14520.0,2,70.0,140.91,3,1,70.46
15303.0,1,248.0,534.42,31,290,534.42
18196.0,2,433.0,655.93,131,95,327.97
13184.0,10,1496.0,1620.18,138,14,162.02
15397.0,1,20.0,94.0,6,289,94.0
16940.0,3,2073.0,3004.93,226,52,1001.64
15712.0,5,417.0,976.52,41,9,195.3
13971.0,8,1737.0,2673.41,118,18,334.18
14157.0,2,263.0,424.06,45,19,212.03
14745.0,5,930.0,1177.06,46,112,235.41
12781.0,2,525.0,719.76,25,63,359.88
12598.0,8,1788.0,2724.73,84,9,340.59
14227.0,10,1802.0,3287.5,117,26,328.75
13509.0,7,875.0,812.74,27,8,116.11
16187.0,15,4547.0,6392.37,160,31,426.16
14620.0,2,205.0,399.87,26,205,199.94
12428.0,9,3384.0,6265.96,258,25,696.22
16212.0,2,244.0,664.59,40,19,332.3
15067.0,3,834.0,1544.41,82,78,514.8
16128.0,5,988.0,1856.77,76,17,371.35
16792.0,2,44.0,102.68,11,282,51.34
16957.0,2,172.0,406.84,15,239,203.42
13931.0,2,701.0,1173.48,56,95,586.74
14499.0,3,501.0,813.12,146,26,271.04
15572.0,7,1224.0,2261.06,166,4,323.01
12614.0,1,76.0,300.65,20,277,300.65
15834.0,4,911.0,1858.36,242,70,464.59
16426.0,10,1213.0,1870.2,211,2,187.02
14936.0,8,3936.0,7581.79,210,33,947.72
16572.0,3,532.0,968.05,40,127,322.68
13265.0,5,1304.0,1633.95,66,53,326.79
16766.0,2,518.0,1124.9,17,273,562.45
15918.0,2,153.0,334.23,33,190,167.12
15671.0,7,1158.0,1776.03,52,18,253.72
16871.0,6,1253.0,2694.74,131,22,449.12
15047.0,1,201.0,337.53,22,269,337.53
15150.0,10,3565.0,5112.97,282,17,511.3
13121.0,1,243.0,279.2,50,269,279.2
16297.0,1,197.0,298.01,20,268,298.01
16383.0,2,424.0,633.07,80,74,316.54
12955.0,11,3158.0,4183.48,81,1,380.32
16256.0,1,266.0,454.26,13,266,454.26
14066.0,1,45.0,136.8,7,266,136.8
16023.0,3,358.0,676.36,90,46,225.45
16656.0,15,1647.0,2801.88,14,22,186.79
12948.0,7,1038.0,2023.22,82,16,289.03
15140.0,7,1124.0,1993.71,74,52,284.82
14632.0,1,75.0,105.47,8,262,105.47
14875.0,2,447.0,1105.88,46,107,552.94
16859.0,2,797.0,680.36,50,144,340.18
12564.0,1,133.0,396.15,21,261,396.15
17250.0,2,168.0,352.67,55,3,176.34
17644.0,11,1701.0,2767.44,102,1,251.59
13357.0,1,301.0,567.6,85,257,567.6
13481.0,5,1121.0,1778.21,98,45,355.64
17719.0,15,2073.0,5013.03,111,37,334.2
13720.0,4,384.0,723.15,42,116,180.79
17775.0,1,72.0,56.4,3,254,56.4
15812.0,5,458.0,1153.36,36,107,230.67
17088.0,4,868.0,1899.11,96,28,474.78
16698.0,2,135.0,319.95,4,226,159.97
16681.0,6,946.0,1477.66,18,72,246.28
16609.0,7,2372.0,5370.32,155,15,767.19
12949.0,8,2350.0,4072.97,166,30,509.12
14852.0,6,1569.0,2633.74,96,58,438.96
12569.0,32,1750.0,3468.16,92,2,108.38
16696.0,4,146.0,642.3,7,135,160.58
15145.0,4,747.0,1126.78,54,4,281.69
17440.0,3,123.0,86.07,3,156,28.69
17929.0,4,103.0,698.7,4,11,174.68
12823.0,5,135.0,1012.5,1,74,202.5
13301.0,4,336.0,598.19,75,103,149.55
16518.0,2,306.0,454.82,36,61,227.41
16078.0,1,16.0,79.2,1,283,79.2
17374.0,2,85.0,469.07,24,218,234.53
13133.0,2,32.0,102.45,7,273,51.22
18273.0,3,67.0,170.85,1,2,56.95
14912.0,2,466.0,549.55,21,16,274.78
16643.0,1,248.0,454.26,27,245,454.26
18040.0,2,148.0,355.2,18,19,177.6
16325.0,3,194.0,590.74,14,46,196.91
18036.0,3,234.0,405.62,77,32,135.21
13508.0,1,24.0,103.92,12,243,103.92
13632.0,5,958.0,2046.4,121,24,409.28
15665.0,2,1450.0,2096.31,92,168,1048.16
15655.0,1,324.0,540.57,34,243,540.57
12701.0,2,669.0,733.12,50,79,366.56
13655.0,2,566.0,886.51,52,114,443.26
14262.0,8,1597.0,2534.09,87,8,316.76
14482.0,6,1048.0,1401.86,110,18,233.64
12639.0,1,201.0,377.8,22,238,377.8
13811.0,3,68.0,510.0,7,183,170.0
18064.0,2,132.0,282.36,7,133,141.18
16628.0,5,1205.0,2173.05,79,29,434.61
13647.0,4,809.0,1518.97,65,9,379.74
12656.0,5,1396.0,3079.68,89,17,615.94
17548.0,1,58.0,103.3,5,233,103.3
15517.0,1,284.0,259.89,27,233,259.89
17120.0,1,120.0,282.96,18,233,282.96
15108.0,4,499.0,1178.55,50,141,294.64
16823.0,1,136.0,344.68,34,227,344.68
12573.0,1,84.0,158.09,26,227,158.09
14271.0,1,88.0,107.42,10,225,107.42
17874.0,6,212.0,632.4,37,185,105.4
17893.0,1,138.0,97.69,15,225,97.69
14022.0,1,456.0,427.85,28,225,427.85
14655.0,4,795.0,1487.32,35,8,371.83
13220.0,4,196.0,723.54,18,78,180.88
16258.0,5,1831.0,4210.95,111,45,842.19
17384.0,2,79.0,282.85,12,19,141.43
13711.0,2,140.0,247.16,11,218,123.58
13055.0,3,873.0,1179.51,74,78,393.17
14691.0,5,698.0,2035.97,50,30,407.19
14731.0,3,251.0,372.47,38,47,124.16
16184.0,6,533.0,1098.84,26,64,183.14
14651.0,2,344.0,621.15,95,67,310.58
13601.0,2,530.0,685.76,90,45,342.88
15907.0,3,509.0,946.6,175,3,315.53
14888.0,1,184.0,369.2,20,207,369.2
16008.0,3,302.0,468.79,29,23,156.26
16463.0,4,1037.0,1382.03,74,21,345.51
18287.0,3,1295.0,1520.23,59,42,506.74
13555.0,4,2149.0,3537.96,128,73,884.49
13223.0,2,67.0,119.1,5,200,59.55
13213.0,5,1089.0,1396.36,82,56,279.27
14593.0,3,332.0,564.29,127,21,188.1
14816.0,1,5.0,34.4,4,197,34.4
14280.0,1,52.0,122.64,8,196,122.64
12790.0,1,166.0,289.42,21,192,289.42
13062.0,1,82.0,243.87,11,191,243.87
16239.0,2,228.0,393.2,18,56,196.6
16117.0,1,130.0,225.31,30,189,225.31
13248.0,2,284.0,452.24,25,124,226.12
16659.0,1,51.0,30.93,2,189,30.93
15073.0,3,491.0,1043.41,31,9,347.8
15386.0,1,437.0,388.29,31,186,388.29
16611.0,1,47.0,129.49,9,186,129.49
15609.0,1,148.0,283.78,16,184,283.78
17360.0,3,335.0,571.84,113,17,190.61
16892.0,5,239.0,465.34,87,1,93.07
14339.0,1,168.0,309.52,14,242,309.52
15199.0,4,204.0,769.1,5,59,192.27
16587.0,1,71.0,187.85,13,232,187.85
16610.0,1,66.0,75.66,6,219,75.66
17394.0,1,52.0,65.34,4,219,65.34
13867.0,3,513.0,967.24,51,31,322.41
12987.0,2,219.0,482.45,27,73,241.23
13686.0,1,70.0,72.0,8,182,72.0
15098.0,3,55.0,343.65,1,182,114.55
13617.0,3,278.0,525.1,31,40,175.03
13517.0,3,1318.0,2070.88,125,59,690.29
16774.0,4,292.0,636.02,36,67,159.01
17155.0,2,200.0,186.5,19,17,93.25
16279.0,3,1003.0,1480.98,102,21,493.66
13575.0,5,449.0,719.57,41,23,143.91
13618.0,1,216.0,169.93,13,173,169.93
15747.0,3,417.0,865.94,52,12,288.65
15329.0,3,486.0,988.45,51,39,329.48
12444.0,5,1153.0,3695.06,138,21,739.01
15412.0,1,63.0,158.63,10,171,158.63
13937.0,1,114.0,151.2,9,169,151.2
14383.0,3,670.0,1110.91,49,38,370.3
13338.0,1,211.0,383.82,19,157,383.82
16829.0,1,99.0,196.32,11,156,196.32
13955.0,2,154.0,291.81,33,154,145.91
18024.0,2,121.0,277.78,21,152,138.89
15467.0,3,310.0,507.43,41,9,169.14
14552.0,1,91.0,164.62,57,151,164.62
13224.0,2,1144.0,1993.89,101,60,996.95
15577.0,3,89.0,247.03,39,151,82.34
15051.0,3,873.0,1298.39,130,23,432.8
15895.0,1,64.0,136.06,11,149,136.06
16488.0,3,439.0,385.25,28,33,128.42
17554.0,5,1008.0,1588.53,58,1,317.71
16054.0,1,375.0,747.4,70,145,747.4
13991.0,6,851.0,798.64,58,12,133.11
18143.0,2,570.0,993.31,59,116,496.66
17694.0,1,163.0,269.47,15,141,269.47
15380.0,5,304.0,1468.72,22,8,293.74
12438.0,2,1132.0,2458.09,84,14,1229.05
16305.0,1,256.0,361.22,22,138,361.22
16178.0,1,94.0,180.1,8,138,180.1
12397.0,2,1245.0,2138.09,110,35,1069.05
12453.0,1,473.0,707.09,43,134,707.09
14143.0,1,30.0,109.8,7,133,109.8
13023.0,2,277.0,630.39,36,64,315.19
15374.0,1,45.0,93.15,3,128,93.15
13218.0,1,87.0,62.43,5,127,62.43
16302.0,1,158.0,233.22,11,126,233.22
18282.0,2,82.0,150.96,12,7,75.48
18165.0,1,161.0,205.74,10,177,205.74
12548.0,1,49.0,74.7,5,166,74.7
14866.0,12,1987.0,5339.71,30,10,444.98
13930.0,2,274.0,337.34,15,57,168.67
12917.0,1,54.0,267.3,2,128,267.3
15608.0,4,642.0,985.62,59,28,246.41
15480.0,1,303.0,811.75,45,116,811.75
12680.0,4,434.0,807.5,33,0,201.87
15396.0,1,122.0,279.28,14,112,279.28
16828.0,2,59.0,121.0,8,93,60.5
13236.0,2,386.0,693.31,34,24,346.66
14050.0,2,689.0,746.36,49,31,373.18
14420.0,1,334.0,387.52,29,99,387.52
15215.0,3,225.0,681.74,33,46,227.25
17481.0,4,857.0,1190.78,69,3,297.69
13823.0,2,430.0,917.21,39,18,458.6
16910.0,8,886.0,1437.51,318,4,179.69
15782.0,3,575.0,2032.11,34,9,677.37
14997.0,3,649.0,385.52,25,46,128.51
18001.0,2,294.0,361.55,56,12,180.78
15272.0,2,295.0,670.29,63,57,335.15
17144.0,2,301.0,864.93,42,1,432.47
12550.0,1,569.0,853.88,57,79,853.88
14887.0,1,162.0,261.09,6,79,261.09
16669.0,3,815.0,1313.25,141,23,437.75
14125.0,3,1640.0,2636.53,159,10,878.84
16715.0,1,396.0,163.12,19,78,163.12
14652.0,1,53.0,109.28,29,77,109.28
16485.0,1,235.0,339.35,41,77,339.35
16169.0,4,1196.0,1767.38,71,8,441.85
14757.0,1,160.0,410.5,19,75,410.5
16999.0,2,221.0,353.25,21,23,176.63
13314.0,3,560.0,749.19,55,1,249.73
16281.0,1,413.0,989.55,17,72,989.55
16909.0,1,238.0,297.06,18,72,297.06
16330.0,3,84.0,171.41,39,17,57.14
13276.0,2,161.0,560.48,30,63,280.24
17317.0,3,243.0,763.29,8,46,254.43
16189.0,2,113.0,174.33,9,15,87.16
16181.0,1,131.0,243.59,11,73,243.59
13886.0,1,126.0,233.56,16,71,233.56
15949.0,2,275.0,360.94,12,16,180.47
15565.0,2,60.0,168.66,8,50,84.33
15287.0,2,260.0,424.41,17,22,212.21
15185.0,1,428.0,196.23,21,70,196.23
16881.0,1,27.0,19.44,1,66,19.44
17014.0,3,245.0,555.38,63,8,185.13
15255.0,1,489.0,880.35,47,66,880.35
17295.0,3,285.0,520.03,53,28,173.34
13816.0,2,260.0,490.47,25,23,245.24
17453.0,2,219.0,479.97,19,17,239.99
14592.0,3,415.0,558.81,132,35,186.27
14427.0,2,210.0,344.44,16,50,172.22
14138.0,2,610.0,982.38,40,1,491.19
13806.0,1,56.0,240.63,10,63,240.63
18096.0,3,730.0,867.65,157,11,289.22
13259.0,1,132.0,280.82,77,61,280.82
13193.0,1,50.0,108.43,22,61,108.43
16982.0,1,182.0,384.06,22,60,384.06
15553.0,1,451.0,428.43,51,60,428.43
17203.0,6,1506.0,1975.07,116,35,329.18
12446.0,1,351.0,921.86,57,57,921.86
17614.0,1,238.0,380.47,97,57,380.47
13006.0,1,55.0,64.02,4,56,64.02
13878.0,1,433.0,1205.1,35,54,1205.1
16934.0,2,399.0,913.88,59,54,456.94
16542.0,1,46.0,119.62,5,53,119.62
17205.0,1,330.0,159.82,13,53,159.82
16932.0,1,87.0,160.44,44,53,160.44
14830.0,1,169.0,196.38,39,53,196.38
17244.0,1,488.0,802.53,31,53,802.53
14381.0,1,146.0,202.68,56,52,202.68
17824.0,1,286.0,261.22,13,51,261.22
15286.0,1,55.0,240.55,3,49,240.55
16015.0,3,789.0,628.32,146,3,209.44
17344.0,1,66.0,150.57,31,46,150.57
13028.0,2,720.0,631.8,40,22,315.9
17684.0,1,145.0,231.01,15,43,231.01
16855.0,2,164.0,315.8,19,23,157.9
15360.0,1,223.0,427.93,13,39,427.93
14485.0,1,71.0,162.3,44,38,162.3
16352.0,2,300.0,494.44,28,17,247.22
15275.0,1,435.0,573.19,41,37,573.19
16790.0,6,889.0,1536.71,88,3,256.12
15576.0,1,335.0,745.36,43,37,745.36
13318.0,3,274.0,580.42,14,1,193.47
17432.0,2,207.0,364.36,44,18,182.18
17274.0,1,74.0,107.83,24,35,107.83
14882.0,2,158.0,585.2,6,26,292.6
15593.0,1,60.0,199.8,5,70,199.8
18277.0,1,68.0,110.38,8,58,110.38
16372.0,2,166.0,351.18,86,33,175.59
15883.0,2,223.0,378.28,42,2,189.14
13066.0,2,322.0,432.75,48,24,216.38
16505.0,1,108.0,145.8,4,31,145.8
15043.0,1,81.0,144.99,3,31,144.99
14354.0,2,141.0,136.71,9,5,68.36
17461.0,3,746.0,727.88,104,22,242.63
17977.0,1,246.0,200.44,19,29,200.44
12508.0,2,272.0,398.27,57,26,199.14
18209.0,1,58.0,139.1,8,28,139.1
14788.0,2,400.0,646.65,26,7,323.33
16720.0,1,161.0,146.9,25,26,146.9
15458.0,1,135.0,153.45,7,25,153.45
17680.0,1,96.0,181.4,11,23,181.4
13160.0,1,56.0,90.9,4,22,90.9
15435.0,1,54.0,139.94,29,22,139.94
14881.0,1,262.0,236.59,17,19,236.59
17561.0,1,137.0,158.84,44,19,158.84
14950.0,1,136.0,348.5,19,19,348.5
13142.0,1,193.0,272.44,23,19,272.44
14300.0,1,32.0,43.2,3,18,43.2
17100.0,2,791.0,965.89,65,18,482.95
15699.0,1,113.0,268.5,18,17,268.5
14480.0,1,143.0,277.55,13,11,277.55
15148.0,1,187.0,301.29,20,10,301.29
16479.0,2,102.0,293.13,35,10,146.57
15790.0,1,105.0,209.37,34,10,209.37
13521.0,3,736.0,1067.6,313,1,355.87
15692.0,1,138.0,191.04,12,28,191.04
14661.0,1,35.0,86.05,4,26,86.05
15657.0,1,24.0,30.0,1,22,30.0
12445.0,1,62.0,92.4,4,22,92.4
14581.0,1,139.0,116.13,16,16,116.13
16988.0,1,43.0,112.87,7,5,112.87
14219.0,1,78.0,88.44,7,4,88.44
15318.0,1,615.0,305.69,33,3,305.69
17914.0,1,372.0,297.45,72,3,297.45
14578.0,1,165.0,141.21,24,3,141.21
12367.0,1,140.0,151.47,11,4,151.47
12583.0,15,3709.0,6311.53,115,2,420.77
15311.0,91,17665.0,33379.56,567,0,366.81
13694.0,50,14684.0,21314.94,366,3,426.3
17968.0,1,160.0,276.9,74,373,276.9
16210.0,18,1942.0,4593.22,74,1,255.18
17377.0,20,2067.0,4015.87,190,23,200.79
15012.0,2,231.0,406.19,110,53,203.09
12433.0,7,7355.0,10779.25,219,0,1539.89
16928.0,17,1884.0,2528.68,69,80,148.75
16274.0,1,155.0,291.65,64,373,291.65
17025.0,3,181.0,298.82,8,60,99.61
18229.0,20,1973.0,5958.05,66,11,297.9
18011.0,1,71.0,100.34,28,373,100.34
14741.0,6,724.0,1317.89,35,11,219.65
17925.0,1,27.0,91.53,1,372,91.53
14491.0,2,139.0,318.48,17,175,159.24
16203.0,4,262.0,592.9,27,58,148.23
18239.0,5,795.0,1532.81,80,218,306.56
12738.0,1,148.0,140.4,11,372,140.4
17135.0,7,831.0,813.31,34,16,116.19
12967.0,2,332.0,1117.3,19,358,558.65
12427.0,3,272.0,678.79,26,21,226.26
16926.0,1,35.0,213.45,14,371,213.45
12682.0,31,4974.0,10340.81,209,3,333.57
14723.0,6,686.0,1129.62,193,10,188.27
12395.0,12,1558.0,2394.41,91,19,199.53
15708.0,7,1252.0,3271.99,124,40,467.43
17062.0,4,421.0,533.21,52,313,133.3
16353.0,23,1532.0,4516.13,51,3,196.35
16327.0,6,2381.0,3635.88,142,14,605.98
17858.0,12,1047.0,3351.06,101,5,279.25
14527.0,55,2072.0,7394.83,330,2,134.45
14161.0,3,455.0,1063.42,87,215,354.47
16411.0,2,132.0,214.2,41,19,107.1
16422.0,51,8777.0,14702.7,68,17,288.29
13652.0,3,536.0,1079.3,48,45,359.77
16161.0,19,2591.0,5289.51,286,1,278.4
15898.0,5,471.0,1075.58,70,1,215.12
17691.0,2,134.0,287.7,18,358,143.85
15039.0,47,8001.0,18139.39,408,9,385.94
15919.0,2,545.0,626.94,103,19,313.47
18113.0,1,27.0,28.62,1,368,28.62
17596.0,7,2112.0,1948.91,168,23,278.42
17860.0,1,104.0,251.0,49,368,251.0
17091.0,9,1662.0,3716.63,119,2,412.96
17470.0,5,1330.0,991.12,67,44,198.22
13569.0,2,164.0,353.6,73,17,176.8
16904.0,16,1876.0,3520.63,387,4,220.04
13786.0,1,131.0,217.65,7,367,217.65
17419.0,12,1876.0,4045.62,155,11,337.13
18102.0,60,10554.0,42579.11,150,0,709.65
13267.0,19,1944.0,4362.44,88,2,229.6
18077.0,11,1833.0,2572.62,101,8,233.87
13199.0,38,2706.0,5803.28,48,3,152.72
14032.0,11,1768.0,2694.89,53,2,244.99
15750.0,8,1705.0,2401.76,214,2,300.22
17213.0,7,1167.0,2686.11,85,40,383.73
13270.0,1,27.0,79.65,1,366,79.65
17999.0,2,221.0,366.46,87,37,183.23
12712.0,13,1044.0,3927.08,58,28,302.08
13982.0,4,1065.0,1791.11,72,39,447.78
17816.0,4,30.0,36.56,16,36,9.14
16019.0,9,1701.0,3486.2,133,46,387.36
18065.0,14,997.0,2316.04,110,5,165.43
16873.0,6,3407.0,6284.19,179,4,1047.37
18016.0,5,760.0,1263.99,90,32,252.8
16923.0,19,2959.0,6552.63,313,12,344.88
17236.0,6,432.0,863.48,88,12,143.91
17917.0,3,187.0,331.83,77,45,110.61
15547.0,14,3473.0,4550.99,441,7,325.07
18037.0,6,20.0,55.67,19,154,9.28
17990.0,3,405.0,619.59,27,236,206.53
17338.0,8,3108.0,6470.58,389,17,808.82
16726.0,5,968.0,1365.76,121,26,273.15
17303.0,1,144.0,237.24,53,361,237.24
15777.0,4,262.0,719.61,18,241,179.9
14525.0,9,2040.0,3371.59,217,19,374.62
13050.0,17,3385.0,5491.27,246,14,323.02
14961.0,9,3270.0,6510.08,193,10,723.34
16812.0,1,81.0,384.15,15,360,384.15
16503.0,4,569.0,1371.78,71,106,342.94
13238.0,4,275.0,609.84,20,17,152.46
17629.0,8,1476.0,1711.79,106,5,213.97
17454.0,4,243.0,504.38,57,192,126.1
17449.0,7,1122.0,2466.46,178,2,352.35
17033.0,3,444.0,784.2,24,86,261.4
17692.0,4,615.0,708.66,34,127,177.17
17214.0,6,276.0,917.57,79,60,152.93
15727.0,7,2817.0,4464.02,213,16,637.72
17496.0,1,79.0,258.6,10,358,258.6
17001.0,11,2075.0,3791.73,75,0,344.7
17146.0,3,212.0,565.98,33,105,188.66
14621.0,5,963.0,1688.9,80,1,337.78
17659.0,12,1399.0,2789.75,127,17,232.48
17392.0,2,320.0,407.76,53,306,203.88
13004.0,18,4637.0,5531.82,277,11,307.32
14769.0,8,7054.0,10041.51,718,2,1255.19
12709.0,15,3516.0,8230.59,93,15,548.71
17315.0,38,2918.0,5366.73,256,1,141.23
17913.0,2,255.0,391.09,55,58,195.55
17069.0,9,1506.0,2610.45,111,28,290.05
12721.0,6,1897.0,2406.87,133,31,401.15
14113.0,4,520.0,1084.92,26,3,271.23
15208.0,5,316.0,795.07,25,1,159.01
14732.0,8,1336.0,2555.94,105,8,319.49
14221.0,9,2089.0,3154.07,123,42,350.45
14553.0,5,490.0,653.75,103,19,130.75
16600.0,6,1019.0,760.88,50,4,126.81
14739.0,7,1287.0,2211.24,47,4,315.89
13082.0,9,933.0,1678.0,63,126,186.44
15464.0,1,350.0,889.95,155,338,889.95
16567.0,2,525.0,674.83,34,194,337.41
16839.0,34,4475.0,10093.03,114,8,296.85
12530.0,4,749.0,1377.94,51,59,344.49
15607.0,1,202.0,102.76,13,336,102.76
12480.0,4,1470.0,2684.45,129,28,671.11
17555.0,2,349.0,482.26,101,19,241.13
18032.0,1,42.0,73.5,5,334,73.5
18171.0,5,442.0,1110.68,43,58,222.14
12524.0,8,2283.0,3098.46,113,9,387.31
15326.0,1,386.0,311.71,29,333,311.71
13107.0,4,1057.0,1323.03,54,44,330.76
17742.0,2,89.0,283.36,13,113,141.68
15346.0,1,144.0,252.42,17,332,252.42
16359.0,9,728.0,870.57,39,7,96.73
12980.0,9,466.0,2104.23,6,157,233.8
15939.0,15,1752.0,2710.84,28,89,180.72
17389.0,34,3477.0,15096.38,45,0,444.01
14114.0,2,101.0,285.13,15,273,142.57
16401.0,12,2566.0,3115.31,66,1,259.61
12451.0,5,5524.0,7789.97,265,10,1557.99
14090.0,1,27.0,28.62,1,324,28.62
17418.0,2,289.0,454.76,29,42,227.38
12594.0,10,1582.0,3099.62,50,37,309.96
13999.0,12,2208.0,3843.17,102,10,320.26
17094.0,1,152.0,299.3,14,322,299.3
15167.0,1,67.0,161.1,39,320,161.1
14368.0,1,36.0,135.2,8,319,135.2
15497.0,2,320.0,855.15,13,17,427.57
12421.0,4,463.0,670.6,32,15,167.65
13158.0,4,775.0,1199.17,59,94,299.79
14257.0,5,1369.0,2705.76,88,64,541.15
13168.0,4,682.0,1280.89,102,36,320.22
14233.0,4,512.0,1182.6,30,49,295.65
12591.0,1,228.0,383.1,26,317,383.1
14442.0,2,482.0,1329.97,58,204,664.98
18074.0,1,143.0,385.85,13,373,385.85
17420.0,3,265.0,552.58,28,50,184.19
16835.0,2,61.0,178.15,10,128,89.07
17855.0,1,197.0,206.52,17,372,206.52
15180.0,1,36.0,87.5,6,367,87.5
12386.0,2,175.0,282.12,10,337,141.06
13211.0,3,729.0,827.67,45,10,275.89
15197.0,3,451.0,693.81,30,10,231.27
14653.0,7,950.0,1829.05,154,1,261.29
16042.0,5,746.0,1162.62,68,22,232.52
17048.0,3,482.0,873.41,41,117,291.14
12664.0,9,645.0,2396.88,10,8,266.32
13615.0,1,189.0,415.89,23,318,415.89
12609.0,3,606.0,1009.67,57,78,336.56
17180.0,4,641.0,751.81,91,56,187.95
17329.0,2,142.0,519.06,29,14,259.53
13161.0,1,29.0,110.75,8,313,110.75
14426.0,10,2304.0,3811.66,183,23,381.17
